ID,longitude_predicted,latitude_predicted
0,-81.54399051247924,31.129876019321276
1,120.3342695052578,14.83375988012554
2,11.133278792646593,38.32606345101806
3,172.8090788455599,-43.55745229446672
4,-6.458894056827745,48.66913973540432
5,3.2612652813539,51.39283525525752
6,-8.584959566091783,43.31246109771749
7,3.1951265298557416,51.3543676570649
8,29.23216658649585,40.81402257785649
9,15.897595382970508,38.463850888250136
10,-11.6847369651704,38.998437882464174
11,-5.098267507750904,43.69452944900903
12,18.69928893850178,54.3976662862658
13,4.217585888131055,51.28230630179664
14,-74.16062537282912,40.631842506708665
15,10.229191769689493,59.73119756274946
16,8.600640340362332,53.58343566884588
17,153.20074360180115,-27.36894270726802
18,3.3430722738353325,51.80157478351819
19,4.928662915117059,52.446214728590434
20,-0.0134653885095588,53.62039985862188
21,4.331227932816006,51.311189157004094
22,103.91039113217658,1.171748062835107
23,-122.49989680502354,47.329445435249255
24,-1.5373276971614018,50.8748526030551
25,3.238299287489553,51.33156574328021
26,14.624761344674909,40.87117786389069
27,-109.6904971885382,24.965034839452
28,10.912160129536405,53.97306312143286
29,-15.447584036159045,28.12726154657892
30,134.99406607096648,34.79243203597818
31,18.651528714388604,54.40606956927565
32,4.198662758945659,51.26430869846365
33,16.81049765220996,37.495675893724666
34,10.94969101310022,53.99152918116647
35,10.263206519244337,56.16955224134006
36,8.524287283255774,53.59761131252032
37,116.00711147748429,6.000198924656729
38,8.605216830255301,53.60424715586868
39,-0.0738721826855055,53.58583948967805
40,5.348108623472456,43.35129508237918
41,-73.29288077805462,18.7910572446481
42,-0.5250939599992535,54.70296184921168
43,10.281199521209857,43.56998812040135
44,106.77978112721917,10.64681776909444
45,-122.536972628362,47.286229994055816
46,153.264914127839,-27.374370689866893
47,-93.95794419087387,29.853652552784624
48,10.015213363320584,53.53087404712426
49,3.1004207592834803,51.32793789938171
50,16.503813591251088,37.33444754274309
51,3.147325761273862,51.246147884365456
52,-4.366089871905473,36.720482602999866
53,-0.9627130631966168,50.654942351659
54,-122.64154360554244,47.57333961761654
55,115.7242000632271,-32.04542576822232
56,173.44772583009916,-43.4912552592743
57,11.665675985333024,58.011255108911485
